Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year
13612968,The Silver Mask (Magisterium #4),Holly Black,"Black, Holly",Cassandra Clare,,9780545522397,4,4.07,Scholastic Press,ebook,200.0,2017.0,2017.0
13612962,"The Copper Gauntlet (Magisterium, #2)",Holly Black,"Black, Holly",Cassandra Clare,0545522285,9780545522281,5,4.13,Scholastic Press,Hardcover,264.0,2015.0,2015.0
20578940,"The Iron Trial (Magisterium, #1)",Holly Black,"Black, Holly","Cassandra Clare, Scott Fischer",0545522250,9780545522250,5,3.95,Scholastic Press,Hardcover,295.0,2014.0,2014.0
36111098,"The Light of All That Falls (The Licanius Trilogy, #3)",James Islington,"Islington, James",,,9780356507835,5,4.41,Orbit,ebook,864.0,2019.0,2019.0
22443261,"The Rithmatist (The Rithmatist, #1)",Brandon Sanderson,"Sanderson, Brandon",,,,5,4.2,Tor UK,Kindle Edition,353.0,2014.0,2013.0
32498052,"An Echo of Things to Come (The Licanius Trilogy, #2)",James Islington,"Islington, James",,0316274119,9780316274111,5,4.26,Orbit,Hardcover,752.0,2017.0,2017.0
22878967,"The Shadow of What Was Lost (The Licanius Trilogy, #1)",James Islington,"Islington, James",,099258020X,9780992580209,5,4.14,Aslaradis Publishing,Paperback,602.0,2014.0,2014.0
25300956,"Royal Assassin (Farseer Trilogy, #2)",Robin Hobb,"Hobb, Robin",,,,4,4.22,Spectra,Kindle Edition,675.0,2002.0,1996.0
18144590,The Alchemist,Paulo Coelho,"Coelho, Paulo","Alan R. Clarke, James Noel Smith",0062315005,9780062315007,4,3.89,HarperOne,Paperback,182.0,2014.0,1988.0
48717744,"The Tower of Nero (The Trials of Apollo, #5)",Rick Riordan,"Riordan, Rick",,1484746457,9781484746455,5,4.53,Disney-Hyperion,Hardcover,410.0,2020.0,2020.0
18966806,"Morning Star (Red Rising Saga, #3)",Pierce Brown,"Brown, Pierce",,0345539842,9780345539847,5,4.47,Del Rey,Hardcover,524.0,2016.0,2016.0
18966819,"Golden Son (Red Rising Saga, #2)",Pierce Brown,"Brown, Pierce",,0345539826,9780345539823,5,4.43,Del Rey,ebook,430.0,2015.0,2015.0
77197,"Assassin's Apprentice (Farseer Trilogy, #1)",Robin Hobb,"Hobb, Robin",,055357339X,9780553573398,5,4.16,Spectra Books,Mass Market Paperback,435.0,1996.0,1995.0
13642,"A Wizard of Earthsea (Earthsea Cycle, #1)",Ursula K. Le Guin,"Guin, Ursula K. Le",,0553383043,9780553383041,0,3.99,,Paperback,183.0,2004.0,1968.0
16248068,"The Elite (The Selection, #2)",Kiera Cass,"Cass, Kiera",,0062059963,9780062059963,3,3.99,HarperTeen,Hardcover,336.0,2013.0,2013.0
15820748,"The Prince (The Selection, #0.5)",Kiera Cass,"Cass, Kiera",,0062248162,9780062248169,5,3.92,HarperTeen,ebook,64.0,2013.0,2013.0
10507293,"The Selection (The Selection, #1)",Kiera Cass,"Cass, Kiera",,0062059939,9780062059932,4,4.11,HarperTeen,Hardcover,336.0,2012.0,2012.0
91477,"Fool Moon (The Dresden Files, #2)",Jim Butcher,"Butcher, Jim",,0451458125,9780451458124,4,3.99,Roc,Mass Market Paperback,401.0,2001.0,2001.0
23397921,Sixth of the Dusk,Brandon Sanderson,"Sanderson, Brandon",,,,4,4.24,"Dragonsteel Entertainment, LLC",Kindle Edition,59.0,2014.0,2014.0
40772063,"The Lost Sisters (The Folk of the Air, #1.5)",Holly Black,"Black, Holly",,,9780316310444,4,3.52,NOVL,ebook,50.0,2018.0,2018.0
187065,"New Spring (The Wheel of Time, #0)",Robert Jordan,"Jordan, Robert",,1841492612,9781841492612,4,4.03,Orbit,Paperback,423.0,2004.0,2004.0
47212,"Storm Front (The Dresden Files, #1)",Jim Butcher,"Butcher, Jim",,0451457811,9780451457813,5,3.98,Penguin ROC,Mass Market Paperback,355.0,2000.0,2000.0
21411388,Shadows for Silence in the Forests of Hell,Brandon Sanderson,"Sanderson, Brandon",,,,5,4.2,Tor Books,,50.0,2013.0,2013.0
37640636,"Lies of the Beholder (Legion, #3)",Brandon Sanderson,"Sanderson, Brandon",,159606885X,9781596068858,5,4.13,Subterranean Press,Hardcover,148.0,2018.0,2018.0
20886354,"Skin Deep (Legion, #2)",Brandon Sanderson,"Sanderson, Brandon",Jon Foster,,,5,4.13,Subterranean Press ,Leather Bound,208.0,2014.0,2014.0
13452375,"Legion (Legion, #1)",Brandon Sanderson,"Sanderson, Brandon",Deniz Evliyagil,1596064854,9781596064850,5,4.14,Subterranean Press,Hardcover,88.0,2012.0,2012.0
28862254,"White Sand, Volume 1 (White Sand, #1)",Brandon Sanderson,"Sanderson, Brandon","Rik Hoskin, Julius Gopez",1606908855,9781606908853,0,3.63,Dynamic Forces,Hardcover,160.0,2016.0,2016.0
30165203,"American Gods (American Gods, #1)",Neil Gaiman,"Gaiman, Neil",,,,0,4.1,William Morrow,Kindle Edition,635.0,2011.0,2001.0
18361393,"Redemption (Infinity Blade, #2)",Brandon Sanderson,"Sanderson, Brandon",,0983943028,9780983943020,5,3.87,ChAIR Entertainment Group,ebook,200.0,2013.0,2013.0
12796771,"Awakening (Infinity Blade, #1)",Brandon Sanderson,"Sanderson, Brandon",,,,4,3.84,ChAIR Entertainment Group,Kindle Edition,128.0,2011.0,2011.0
8868764,White Sand,Brandon Sanderson,"Sanderson, Brandon",,,,4,4.15,Brandon Sanderson,ebook,995.0,,
20168816,Rogues,George R.R. Martin,"Martin, George R.R.","Gardner Dozois, Joe Abercrombie, Gillian Flynn, Matthew Hughes, Joe R. Lansdale, Michael Swanwick, David  Ball, Carrie Vaughn, Scott Lynch, Bradley Denton, Cherie Priest, Daniel Abraham, Paul Cornell, Steven Saylor, Garth Nix, Walter Jon Williams, Phyllis Eisenstein, Lisa Tuttle, Neil Gaiman, Connie Willis, Patrick Rothfuss",0345537262,9780345537263,0,3.89,Bantam Books,Hardcover,806.0,2014.0,2014.0
68378,"Dragons of Spring Dawning (Dragonlance: Chronicles, #3)",Margaret Weis,"Weis, Margaret",Tracy Hickman,0786930705,9780786930708,0,4.09,Wizards of the Coast,Hardcover,352.0,2003.0,1985.0
259836,"Dragons of Autumn Twilight  (Dragonlance: Chronicles, #1)",Margaret Weis,"Weis, Margaret",Tracy Hickman,0786915749,9780786915743,0,3.99,Wizards of the Coast,Mass Market Paperback,444.0,2000.0,1984.0
23454,"Dragons of Winter Night (Dragonlance: Chronicles, #2)",Margaret Weis,"Weis, Margaret",Tracy Hickman,1932796789,9781932796780,0,4.09,Devil's Due Publishing,Paperback,358.0,2007.0,1985.0
8253920,"Towers of Midnight (The Wheel of Time, #13)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,0765325942,9780765325945,5,4.42,Tom Doherty Associates TOR Fantasy,Hardcover,863.0,2010.0,2010.0
13888,"Knife of Dreams (The Wheel of Time, #11)",Robert Jordan,"Jordan, Robert",,0812577566,9780812577563,4,4.14,Tom Doherty Associates,Mass Market Paperback,860.0,2006.0,2005.0
113435,"Crossroads of Twilight (The Wheel of Time, #10)",Robert Jordan,"Jordan, Robert",,0312864590,9780312864590,4,3.8,Tor Books,Hardcover,704.0,2003.0,2003.0
13891,"Winter's Heart (The Wheel of Time, #9)",Robert Jordan,"Jordan, Robert",,081257558X,9780812575583,5,3.94,Tor Fantasy,Mass Market Paperback,780.0,2002.0,2000.0
140974,"The Path of Daggers (The Wheel of Time, #8)",Robert Jordan,"Jordan, Robert",,0812550293,9780812550290,4,3.91,Tor Books,Mass Market Paperback,685.0,1999.0,1998.0
13890,"A Crown of Swords (The Wheel of Time, #7)",Robert Jordan,"Jordan, Robert",,0812550285,9780812550283,5,4.04,Tor Books,Mass Market Paperback,880.0,1997.0,1996.0
35231,"Lord of Chaos (The Wheel of Time, #6)",Robert Jordan,"Jordan, Robert",,0812513754,9780812513752,5,4.14,Tor Books,Mass Market Paperback,1011.0,1995.0,1994.0
8074907,"The Thorn of Emberlain (Gentleman Bastard, #4)",Scott Lynch,"Lynch, Scott",,0575079584,9780575079588,0,4.31,Gollancz,Hardcover,512.0,,
40604556,"Red Seas Under Red Skies (Gentleman Bastard, #2)",Scott Lynch,"Lynch, Scott",,,,0,4.22,Del Rey,Kindle Edition,578.0,2018.0,2007.0
2890090,"The Republic of Thieves (Gentleman Bastard, #3)",Scott Lynch,"Lynch, Scott",,0553804693,9780553804690,0,4.19,Del Rey,Hardcover,650.0,2013.0,2013.0
29588376,"The Lies of Locke Lamora (Gentleman Bastard, #1)",Scott Lynch,"Lynch, Scott",,,,0,4.25,Spectra,Kindle Edition,752.0,2006.0,2006.0
13895,"The Fires of Heaven (The Wheel of Time, #5)",Robert Jordan,"Jordan, Robert",,1857232097,9781857232097,4,4.16,Orbit,Paperback,912.0,1994.0,1993.0
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,0812513738,9780812513738,5,4.24,Tom Doherty Tor Fantasy,Mass Market Paperback,1007.0,1993.0,1992.0
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,0765305119,9780765305114,5,4.25,Tor Books,Mass Market Paperback,624.0,2002.0,1991.0
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,0812517725,9780812517729,5,4.23,Tor Books,Mass Market Paperback,705.0,1991.0,1990.0
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,0385743602,9780385743600,5,4.19,Delacorte Press,Hardcover,424.0,2016.0,2016.0
18966322,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,0449818438,9780449818435,5,3.86,Delacorte Press,ebook,55.0,2013.0,2013.0
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,0385743580,9780385743587,5,4.26,Delacorte Press,Hardcover,416.0,2015.0,2015.0
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,0385743564,9780385743563,5,4.12,Delacorte Press,Hardcover,386.0,2013.0,2013.0
6382055,"A Dream of Spring (A Song of Ice and Fire, #7)",George R.R. Martin,"Martin, George R.R.",,,,0,4.38,Harper Voyager,Hardcover,,,
12111823,"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,"Martin, George R.R.",,0002247410,9780002247412,0,4.4,Harper Voyager,Hardcover,,,
54433225,The Way of Kings Prime,Brandon Sanderson,"Sanderson, Brandon",,,,0,3.87,,ebook,803.0,2020.0,2020.0
8675071,"The Strike at Shayol Ghul (The Wheel of Time, #0.1)",Robert Jordan,"Jordan, Robert",,,,0,3.89,,Online,7.0,1996.0,1996.0
36498720,How Old Holly Came to Be,Patrick Rothfuss,"Rothfuss, Patrick",,,,0,3.29,,ebook,11.0,2013.0,2013.0
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,0575081449,9780575081444,0,3.64,Gollancz,Hardcover,896.0,,
6604209,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",Brandon Sanderson,"Sanderson, Brandon",,076536543X,9780765365439,0,4.57,Tor Fantasy,Mass Market Paperback,2176.0,2009.0,2009.0
87787,To Kill A Mockingbird,Harper Lee,"Lee, Harper",Jean Armstrong,0333398548,9780333398548,0,4.27,Red Globe Press/Macmillan Master Series,Paperback,96.0,1987.0,1960.0
23947089,"The Lost Metal (Mistborn, #7)",Brandon Sanderson,"Sanderson, Brandon",,1473215269,9781473215269,0,4.34,Gollancz,,352.0,2022.0,
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,,,5,4.39,Tor,Kindle Edition,448.0,2016.0,2016.0
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,0765378558,9780765378552,5,4.27,Tor Books,Hardcover,383.0,2015.0,2015.0
10803121,"The Alloy of Law (Mistborn Saga, #4)",Brandon Sanderson,"Sanderson, Brandon",,0765330423,9780765330420,5,4.19,Tor Books,Hardcover,332.0,2011.0,2011.0
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,1250166543,9781250166548,5,4.27,Tor Books,Hardcover,272.0,2017.0,2017.0
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,1616960922,9781616960926,5,4.32,Tachyon Publications,Paperback,175.0,2012.0,2012.0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,076532637X,9780765326379,5,4.57,Tor Books,Hardcover,1248.0,2017.0,2017.0
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,0439023513,9780439023511,4,4.05,Scholastic Press,Hardcover,398.0,2010.0,2010.0
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,0439023491,9780439023498,5,4.3,Scholastic Press,Hardcover,391.0,2009.0,2009.0
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,0765350378,9780765350374,5,4.17,Tor Fantasy,Mass Market Paperback,622.0,2006.0,2005.0
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,0439023483,9780439023481,5,4.32,Scholastic Press,Hardcover,374.0,2008.0,2008.0
33590260,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",Mario Pulver,1619636107,9781619636101,4,4.56,Bloomsbury YA,Hardcover,984.0,2018.0,2018.0
22733616,"Neverseen (Keeper of the Lost Cities, #4)",Shannon Messenger,"Messenger, Shannon",,,,4,4.64,Aladdin,,672.0,2015.0,2015.0
13260668,"Everblaze (Keeper of the Lost Cities, #3)",Shannon Messenger,"Messenger, Shannon",,1442445998,9781442445994,5,4.57,Aladdin,Hardcover,624.0,2014.0,2014.0
13260670,"Exile (Keeper of the Lost Cities, #2)",Shannon Messenger,"Messenger, Shannon",,,9781442445987,5,4.53,Aladdin,ebook,576.0,2013.0,2013.0
28006096,"The Burning Maze (The Trials of Apollo, #3)",Rick Riordan,"Riordan, Rick",,1484746430,9781368024129,5,4.34,Disney-Hyperion,Hardcover,448.0,2018.0,2018.0
12842828,"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,"Messenger, Shannon",,1442445939,9781442445932,5,4.44,Aladdin,Hardcover,496.0,2012.0,2012.0
30145666,"The Dark Prophecy (The Trials of Apollo, #2)",Rick Riordan,"Riordan, Rick",John Rocco,1484746422,9781484746424,5,4.21,Disney-Hyperion,Hardcover,414.0,2017.0,2017.0
44150974,"Legacy (Keeper of the Lost Cities, #8)",Shannon Messenger,"Messenger, Shannon",,,,0,4.51,Aladdin,Kindle Edition,797.0,2019.0,2019.0
32762937,"Flashback (Keeper of the Lost Cities, #7)",Shannon Messenger,"Messenger, Shannon",,1481497456,9781481497459,0,4.41,Aladdin,ebook,848.0,2018.0,2018.0
32762917,"Nightfall (Keeper of the Lost Cities, #6)",Shannon Messenger,"Messenger, Shannon",,1481497421,9781481497428,0,4.6,Aladdin,ebook,576.0,2017.0,2017.0
27272698,"Lodestar (Keeper of the Lost Cities, #5)",Shannon Messenger,"Messenger, Shannon",,,,0,4.61,Aladdin,Hardcover,688.0,2016.0,2016.0
518848,"Sabriel (Abhorsen,  #1)",Garth Nix,"Nix, Garth",,0064471837,9780064471831,0,4.14,Harper Collins,Mass Market Paperback,491.0,1996.0,1995.0
26252859,"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan,"Riordan, Rick",,148473274X,9781484732748,5,4.19,Disney-Hyperion,Hardcover,384.0,2016.0,2016.0
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,1681195771,9781681195773,4,4.29,Bloomsbury USA Childrens,Hardcover,660.0,2017.0,2017.0
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.52,Bloomsbury Children's Books,Hardcover,689.0,2016.0,2016.0
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,1619636042,9781619636040,4,4.53,Bloomsbury USA Childrens,Hardcover,648.0,2015.0,2015.0
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,,,0,4.08,W. W. Norton & Company,Paperback,301.0,2018.0,2017.0
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,0061142026,9780061142024,0,4.08,Harper Perennial,Paperback,248.0,2006.0,1998.0
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,1619630656,9781619630659,5,4.44,Bloomsbury USA Childrens,Hardcover,565.0,2014.0,2014.0
21787,The Princess Bride,William Goldman,"Goldman, William",,0345418263,9780345418265,0,4.25,Ballantine Books,Paperback,456.0,2003.0,1973.0
31076583,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",Sarah J. Maas,"Maas, Sarah J.",,168119631X,9781681196312,0,3.81,Bloomsbury YA,Hardcover,229.0,2018.0,2018.0
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,1408857901,9781408857908,0,4.41,Bloomsbury Publishing,Paperback,705.0,2017.0,2017.0
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,1619634449,9781619634442,0,4.18,Bloomsbury USA Childrens,Hardcover,419.0,2015.0,2015.0
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,,,0,4.59,Bloomsbury USA Childrens,Kindle Edition,626.0,2016.0,2016.0
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,1416914307,9781416914303,0,4.29,Margaret K. McElderry Books,Hardcover,541.0,2009.0,2009.0
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,0066238501,9780066238500,0,4.25,HarperCollins,Paperback,767.0,2014.0,1956.0
3950967,The Tales of Beedle the Bard (Hogwarts Library),J.K. Rowling,"Rowling, J.K.",Lý Lan,0747599874,9780747599876,0,4.04,Bloomsbury,Hardcover,109.0,2008.0,2008.0
7332,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith",0618391118,9780618391110,0,3.94,Houghton Mifflin Company,Hardcover,386.0,2004.0,1977.0
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling",0751565350,9780751565355,0,3.56,"Little, Brown",Hardcover,343.0,2016.0,2016.0
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,,9780152063962,0,4.06,Harcourt,Hardcover,471.0,2008.0,2008.0
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.","Quirino Principe, Elémire Zolla",,,0,4.5,Houghton Mifflin Harcourt,Paperback,1216.0,2005.0,1955.0
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Maria Skibniewska,,,0,4.54,Del Rey,Mass Market Paperback,404.0,2003.0,1955.0
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,1619630621,9781619630628,5,4.36,Bloomsbury USA Childrens,Hardcover,420.0,2013.0,2013.0
13419891,"The Assassin and the Desert (Throne of Glass, #0.3)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.4,Bloomsbury USA Childrens,Kindle Edition,103.0,2012.0,2012.0
18333581,"The Assassin and the Healer (Throne of Glass, #0.2)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.22,Bloomsbury Publishing,ebook,40.0,2013.0,2012.0
13546173,"The Assassin and the Underworld (Throne of Glass, #0.4)",Sarah J. Maas,"Maas, Sarah J.",,,,5,4.36,Bloomsbury USA Childrens,Kindle Edition,102.0,2012.0,2012.0
13415554,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",Sarah J. Maas,"Maas, Sarah J.",,,,4,4.22,Bloomsbury Children’s,Kindle Edition,70.0,2012.0,2012.0
13565676,"The Assassin and the Empire (Throne of Glass, #0.5)",Sarah J. Maas,"Maas, Sarah J.",,,,5,4.41,Bloomsbury USA Children's,Kindle Edition,94.0,2012.0,2012.0
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,,,5,4.18,Bloomsbury USA Children's,Hardcover,406.0,2012.0,2012.0
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,0756410436,9780756410438,0,3.89,DAW Books,Hardcover,159.0,2014.0,2014.0
28006120,"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",Rick Riordan,"Riordan, Rick",,1423160932,9781423160939,5,4.39,Disney-Hyperion Books,Hardcover,410.0,2017.0,2017.0
15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,1423160916,9781423160915,5,4.21,Disney-Hyperion Books,Hardcover,499.0,2015.0,2015.0
27904311,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,"Riordan, Rick",,1423160924,9781423160922,4,4.34,Disney-Hyperion Books,Hardcover,459.0,2016.0,2016.0
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,031602919X,9780316029193,5,4.09,Hachette Book Group,Mass Market Paperback,398.0,2009.0,1994.0
13027796,"The Red Pyramid: The Graphic Novel (The Kane Chronicles: The Graphic Novels, #1)",Orpheus Collar,"Collar, Orpheus",Rick Riordan,1423150686,9781423150688,5,4.29,Disney-Hyperion,Hardcover,192.0,2012.0,2012.0
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,1423140605,9781423140603,4,4.44,Disney-Hyperion Books,Hardcover,592.0,2012.0,2012.0
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,142311339X,9781423113393,4,4.31,Disney-Hyperion Books,Hardcover,576.0,2010.0,2010.0
1268716,Jane Eyre,Anna Claybourne,"Claybourne, Anna",Charlotte Brontë,0794518702,9780794518707,5,4.38,Usborne Books,Paperback,176.0,2007.0,2006.0
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,0345538374,9780345538376,0,4.6,Ballantine Books,Mass Market Paperback,1728.0,2012.0,1955.0
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,,,0,3.94,Plume,Paperback,231.0,2003.0,1982.0
11870085,The Fault in Our Stars,John Green,"Green, John",Fabiola Stevenson,,,0,4.18,Dutton Books,Hardcover,313.0,2012.0,2012.0
7733,Gulliver's Travels: Travels into Several Remote Nations of the World.,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,0141439491,9780141439495,0,3.58,Penguin,Paperback,306.0,2003.0,1726.0
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,1594489505,9781594489501,0,4.39,Riverhead Books,Hardcover,372.0,2007.0,2007.0
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,,,0,4.32,Riverhead Books,Paperback,371.0,2004.0,2003.0
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,,,0,3.83,Penguin Classics,Paperback,260.0,2018.0,1818.0
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",,,,0,3.56,"Little, Brown and Company",Hardcover,563.0,2006.0,2006.0
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,0316015849,9780316015844,0,3.62,"Little, Brown and Company",ebook,387.0,2006.0,2005.0
