Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
8679996,Python 3 Object Oriented Programming,Dusty Phillips,"Phillips, Dusty",,"=""1849511268""","=""9781849511261""",0,4.02,Packt Publishing,Capa comum,388,2010,2010,,2021/11/29,currently-reading,currently-reading (#6),currently-reading,,,,1,,,0,,,,,
22514127,Automate the Boring Stuff with Python: Practical Programming for Total Beginners,Al Sweigart,"Sweigart, Al",,"=""1593275994""","=""9781593275990""",5,4.29,No Starch Press,Paperback,479,2015,2014,2021/11/29,2021/11/21,,,read,,,,1,,,0,,,,,
17397466,An Introduction to Statistical Learning: With Applications in R,Gareth James,"James, Gareth","Trevor Hastie, Robert Tibshirani, Daniela Witten","=""1461471370""","=""9781461471370""",0,4.61,Springer,Hardcover,426,2017,2013,,2021/11/21,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
40363665,"Hands-On Machine Learning with Scikit-Learn, Keras, and Tensorflow: Concepts, Tools, and Techniques to Build Intelligent Systems",Aurélien Géron,"Géron, Aurélien",,"=""1492032646""","=""""",0,4.57,O'Reilly Media,Paperback,856,2019,2017,,2021/11/27,currently-reading,currently-reading (#5),currently-reading,,,,1,,,0,,,,,
43606157,"Cytonic (Skyward, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217938""","=""9781473217935""",0,4.34,Gollancz,Hardcover,409,2021,2021,,2021/05/26,currently-reading,currently-reading (#4),currently-reading,,,,1,,,0,,,,,
58465495,"Evershore (Skyward, #3.1)",Brandon Sanderson,"Sanderson, Brandon",Janci Patterson,"=""""","=""9780593566633""",0,4.42,Delacorte Press,ebook,,2021,2021,,2021/11/22,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
44492285,"Dune Messiah (Dune Chronicles, #2)",Frank Herbert,"Herbert, Frank",,"=""0593098234""","=""9780593098233""",0,3.89,Ace Books,Paperback,337,2019,1969,,2021/09/17,currently-reading,currently-reading (#3),currently-reading,,,,1,,,0,,,,,
44767458,"Dune (Dune, #1)",Frank Herbert,"Herbert, Frank",,"=""059309932X""","=""9780593099322""",5,4.24,Ace Books,Hardcover,688,2019,1965,2021/11/08,2020/04/11,,,read,,,,1,,,0,,,,,
57903879,ReDawn (Skyward #2.2),Brandon Sanderson,"Sanderson, Brandon",Janci Patterson,"=""""","=""9780593566626""",5,4.33,Delacorte Press,ebook,229,2021,2021,2021/11/05,2021/05/26,,,read,,,,1,,,0,,,,,
9969571,"Ready Player One (Ready Player One, #1)",Ernest Cline,"Cline, Ernest",,"=""030788743X""","=""9780307887436""",0,4.24,Crown Publishers,Hardcover,374,2011,2011,,2021/11/02,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
8855321,"Leviathan Wakes (The Expanse, #1)",James S.A. Corey,"Corey, James S.A.",,"=""1841499889""","=""9781841499888""",0,4.25,Orbit,Paperback,561,2011,2011,,2021/10/30,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
46787,Uncle Tom's Cabin,Harriet Beecher Stowe,"Stowe, Harriet Beecher",Đỗ Đức Hiểu,"=""""","=""""",5,3.88,Wordsworth Classics,Paperback,438,1999,1852,,2021/05/07,"classics_read, favorites","classics_read (#23), favorites (#31)",read,,,,1,,,0,,,,,
57903876,Sunreach (Skyward #2.1),Brandon Sanderson,"Sanderson, Brandon",Janci Patterson,"=""""","=""9780593566619""",5,4.25,Delacorte Press,ebook,208,2021,2021,2021/09/29,2021/05/26,,,read,,,,1,,,0,,,,,
57094644,Daughter of the Deep,Rick Riordan,"Riordan, Rick",,"=""1368077927""","=""9781368077927""",0,4.36,Disney-Hyperion,Hardcover,352,2021,2021,,2021/09/21,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
228665,"The Eye of the World (The Wheel of Time, #1)",Robert Jordan,"Jordan, Robert",,"=""0812511816""","=""9780812511819""",5,4.17,Tor Books,Mass Market Paperback,814,1990,1990,2020/07/20,2020/02/26,favorites,favorites (#40),read,,,,1,,,0,,,,,
16031812,"A Memory of Light (Wheel of Time, #14)",Robert Jordan,"Jordan, Robert",Brandon Sanderson,"=""""","=""""",5,4.50,Tor Books,Kindle Edition,1025,2013,2013,2020/08/11,2020/08/09,"books_worth_rereading, favorites","books_worth_rereading (#6), favorites (#24)",read,,,,1,,,0,,,,,
44492286,"Children of Dune (Dune Chronicles, #3)",Frank Herbert,"Herbert, Frank",,"=""0593098242""","=""9780593098240""",0,3.95,Ace Books,Paperback,609,2019,1976,,2021/09/17,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
35167718,"""What Do You Care What Other People Think?"": Further Adventures of a Curious Character",Richard P. Feynman,"Feynman, Richard P.",Ralph Leighton,"=""0393355640""","=""9780393355642""",5,4.11,W. W. Norton  Company,Paperback,288,2018,1988,2021/09/09,2021/08/16,,,read,,,,1,,,0,,,,,
768889,"A Storm of Swords: Steel and Snow (A Song of Ice and Fire, #3: Part 1 of 2)",George R.R. Martin,"Martin, George R.R.",,"=""0006479901""","=""9780006479901""",5,4.42,HarperVoyager,Paperback,663,2001,2000,,2020/05/09,,,read,,,,1,,,0,,,,,
147915,"A Storm of Swords 2: Blood and Gold (A Song of Ice and Fire, #3, Part 2 of 2)",George R.R. Martin,"Martin, George R.R.",,"=""0007119550""","=""9780007119554""",5,4.50,HarperVoyager ,Paperback,639,2011,2000,,2020/05/09,,,read,,,,1,,,0,,,,,
35959740,Circe,Madeline Miller,"Miller, Madeline",,"=""0316556343""","=""9780316556347""",5,4.26,"Little, Brown and Company",Hardcover,393,2018,2018,2021/08/31,2020/06/19,,,read,,,,1,,,0,,,,,
69571,"Rich Dad, Poor Dad",Robert T. Kiyosaki,"Kiyosaki, Robert T.",Sharon L. Lechter,"=""0751532711""","=""9780751532715""",5,4.10,Time Warner Books UK,Paperback,195,2007,1997,2021/08/19,2021/07/06,,,read,,,,1,,,0,,,,,
150131,The First Three Minutes: A Modern View of the Origin of the Universe,Steven Weinberg,"Weinberg, Steven",,"=""0465024378""","=""9780465024377""",0,4.09,Basic Books,Paperback,203,1993,1977,,2021/08/16,currently-reading,currently-reading (#2),currently-reading,,,,1,,,0,,,,,
6185,Wuthering Heights,Emily Brontë,"Brontë, Emily","Richard J. Dunn, Charlotte Brontë, Robert Heindel, Sőtér István","=""""","=""""",0,3.87,Norton,Paperback,464,2002,1847,,2021/08/16,,,read,,,,1,,,0,,,,,
13623848,The Song of Achilles,Madeline Miller,"Miller, Madeline",,"=""0062060627""","=""9780062060624""",0,4.41,Ecco,Paperback,378,2012,2011,,2021/08/14,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
19063,The Book Thief,Markus Zusak,"Zusak, Markus",,"=""""","=""""",5,4.38,Alfred A. Knopf,Hardcover,552,2006,2005,2021/08/13,2021/07/24,favorites,favorites (#39),read,,,,1,,,0,,,,,
1772432,कायाकल्प,Munshi Premchand,"Premchand, Munshi",,"=""""","=""""",4,3.92,,,,2007,2007,,2021/08/08,,,read,,,,1,,,0,,,,,
31817749,"The Stone Sky (The Broken Earth, #3)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.30,Orbit,Paperback,416,2017,2017,2021/07/29,2021/06/04,,,read,,,,1,,,0,,,,,
36329818,"Legendary (Caraval, #2)",Stephanie Garber,"Garber, Stephanie",,"=""125009531X""","=""9781250095312""",0,4.23,Flatiron Books,Hardcover,451,2018,2018,,2021/07/12,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
40381392,"Finale (Caraval, #3)",Stephanie Garber,"Garber, Stephanie",,"=""1250157668""","=""9781250157669""",0,4.20,Flatiron Books,Hardcover,478,2019,2019,,2021/07/12,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
27883214,"Caraval (Caraval, #1)",Stephanie Garber,"Garber, Stephanie",,"=""1250095255""","=""9781250095251""",0,3.97,Flatiron Books,Hardcover,407,2017,2017,,2021/07/12,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
26228034,"The Obelisk Gate (The Broken Earth, #2)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.27,Orbit,Paperback,410,2016,2016,2021/07/12,2021/06/04,,,read,,,,1,,,0,,,,,
817589,Learn to Earn: A Beginner's Guide to the Basics of Investing and Business,Peter Lynch,"Lynch, Peter",John Rothchild,"=""0684811634""","=""9780684811635""",5,4.04,Simon  Schuster,Paperback,272,1996,1995,2021/07/11,2021/07/06,,,read,,,,1,,,0,,,,,
17999205,Computing with Quantum Cats: From Colossus to Qubits,John Gribbin,"Gribbin, John",,"=""0593071158""","=""9780593071151""",5,3.74,Bantam Press,Paperback,304,2013,2013,2021/07/03,2021/05/08,,,read,,,,1,,,0,,,,,
23264672,"Darkdawn (The Nevernight Chronicle, #3)",Jay Kristoff,"Kristoff, Jay",,"=""""","=""""",0,4.31,Thomas Dunne Books,Kindle Edition,491,2019,2019,,2021/07/01,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
23264671,"Godsgrave (The Nevernight Chronicle, #2)",Jay Kristoff,"Kristoff, Jay",,"=""1250073030""","=""9781250073037""",0,4.49,St. Martin's Press,Hardcover,419,2017,2017,,2021/07/01,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
26114463,"Nevernight (The Nevernight Chronicle, #1)",Jay Kristoff,"Kristoff, Jay",,"=""1250073022""","=""9781250073020""",0,4.20,St. Martin's Press,Hardcover,429,2016,2016,,2021/07/01,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
33208134,प्रेमाश्रम [Premashram],Munshi Premchand,"Premchand, Munshi",,"=""""","=""""",4,4.21,Public Domain Books,Kindle Edition,722,,1956,,2021/01/01,hindi_novels,hindi_novels (#5),read,,,,1,,,0,,,,,
41820,Pebble in the Sky (Galactic Empire #3),Isaac Asimov,"Asimov, Isaac",,"=""0553293427""","=""9780553293425""",0,3.89,Bantam,Paperback,308,1991,1950,,2021/06/29,,,read,,,,1,,,0,,,,,
509784,The End of Eternity,Isaac Asimov,"Asimov, Isaac",,"=""0449016196""","=""9780449016190""",0,4.23,Fawcett Crest,Mass Market Paperback,192,1971,1955,,2021/06/29,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
41821,The Gods Themselves,Isaac Asimov,"Asimov, Isaac",,"=""1857989341""","=""9781857989342""",0,4.09,Millenium,Paperback,288,2000,1972,,2021/06/29,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
33208623,चन्द्रगुप्त,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,"=""""","=""""",5,4.07,Public Domain Books,Kindle Edition,226,,1994,,2021/06/29,other_hindi_books,other_hindi_books (#1),read,,,,1,,,0,,,,,
13121708,कामायनी,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,"=""8126700386""","=""9788171783212""",5,4.27,Rajkamal Prakashan,Paperback,159,1994,1936,,2021/06/29,hindi_verse,hindi_verse (#1),read,,,,0,,,0,,,,,
38893804,ध्रुवस्वामिनी,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,"=""""","=""""",5,4.02,Public Domain Books,Kindle Edition,81,,,,2021/06/29,other_hindi_books,other_hindi_books (#2),read,,,,0,,,0,,,,,
17977451,स्कंदगुप्त,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,"=""""","=""9788179873533""",5,4.10,,Paperback,120,,1964,,2021/06/29,other_hindi_books,other_hindi_books (#3),read,,,,0,,,0,,,,,
16028766,अजातशत्रु,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,"=""8171831044""","=""""",4,3.72,Bishanchand & Sons,Hardcover,,2011,2011,,2021/06/29,other_hindi_books,other_hindi_books (#4),read,,,,0,,,0,,,,,
33220017,इंद्रजाल,जयशंकर प्रसाद,"प्रसाद, जयशंकर",Jaishankar Prasad,"=""""","=""""",5,3.97,Public Domain Books,Kindle Edition,155,,,,2021/06/29,other_hindi_books,other_hindi_books (#5),read,,,,0,,,0,,,,,
694226,गोदान [Godaan],Munshi Premchand,"Premchand, Munshi",मुंशी प्रेमचंद,"=""8172242190""","=""9788172242190""",5,4.37,Jaico Publishing House,Paperback,352,2002,1936,,2021/06/29,"favorites, hindi_novels, books_worth_rereading","favorites (#37), hindi_novels (#1), books_worth_rereading (#28)",read,,,,0,,,0,,,,,
694207,Nirmala,Munshi Premchand,"Premchand, Munshi",मुंशी प्रेमचंद,"=""0195658264""","=""9780195658262""",5,4.13,"Oxford University Press, USA",Paperback,218,2001,1899,,2021/06/29,hindi_novels,hindi_novels (#2),read,,,,0,,,0,,,,,
11692391,Gaban,Munshi Premchand,"Premchand, Munshi",मुंशी प्रेमचंद,"=""8122311962""","=""9788122311969""",5,4.30,Cedar Books,Paperback,272,2011,1931,,2021/06/29,hindi_novels,hindi_novels (#3),read,,,,0,,,0,,,,,
17415301,वरदान,Munshi Premchand,"Premchand, Munshi",मुंशी प्रेमचंद,"=""8181332997""","=""9788181332998""",4,3.78,Manoj Publications,Paperback,128,2004,1899,,2021/06/29,hindi_novels,hindi_novels (#4),read,,,,0,,,0,,,,,
15729142,रंगभूमि,Munshi Premchand,"Premchand, Munshi",,"=""""","=""""",5,4.24,,,,,1925,,2021/06/29,"hindi_novels, favorites","hindi_novels (#6), favorites (#38)",read,,,,0,,,0,,,,,
29904088,प्रतिज्ञा : Pledge,Munshi Premchand,"Premchand, Munshi",मुंशी प्रेमचंद,"=""""","=""""",3,4.02,Palm Leaf Press,Kindle Edition,97,2016,1927,,2021/06/29,hindi_novels,hindi_novels (#7),read,,,,0,,,0,,,,,
28595941,Arcanum Unbounded: The Cosmere Collection,Brandon Sanderson,"Sanderson, Brandon",,"=""0765391163""","=""9780765391162""",5,4.50,Tor Books,Hardcover,672,2016,2016,,2020/04/24,,,read,,,,1,,,0,,,,,
18405,Gone with the Wind,Margaret Mitchell,"Mitchell, Margaret",,"=""0446675539""","=""9780446675536""",0,4.30,Warner Books,Mass Market Paperback,1037,1999,1936,,2020/02/26,"to-read, books_i_own","to-read (#6), books_i_own (#62)",to-read,,,,0,,,0,,,,,
5344,Hard Times,Charles Dickens,"Dickens, Charles",,"=""0321107217""","=""9780321107213""",4,3.54,Pearson Longman,Paperback,353,2003,1854,,2021/05/07,"classics_read, books_i_own","classics_read (#22), books_i_own (#35)",read,,,,1,,,0,,,,,
22841994,"Harry Potter and the Philosopher's Stone (Harry Potter, #1)",J.K. Rowling,"Rowling, J.K.",,"=""1408855658""","=""9781408855652""",5,4.47,Bloomsbury,Paperback,332,2014,1997,,2021/05/10,books_i_own,books_i_own (#61),read,,,,0,,,0,,,,,
19161852,"The Fifth Season (The Broken Earth, #1)",N.K. Jemisin,"Jemisin, N.K.",,"=""""","=""""",5,4.27,Orbit,Paperback,468,2015,2015,2021/06/26,2021/06/04,,,read,,,,1,,,0,,,,,
8695,"The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy, #2)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.20,Del Rey,Paperback,250,2005,1980,2021/06/21,2021/05/29,,,read,,,,1,,,0,,,,,
54513688,"Realm Breaker (Realm Breaker, #1)",Victoria Aveyard,"Aveyard, Victoria",,"=""""","=""""",3,3.71,Orion Publishing,Kindle Edition,576,2021,2021,2021/06/15,2021/06/09,,,read,,,,1,,,0,,,,,
26032825,"The Cruel Prince (The Folk of the Air, #1)",Holly Black,"Black, Holly",,"=""""","=""""",5,4.09,"Little, Brown Books for Young Readers",Hardcover,370,2018,2018,2020/08/26,2020/04/25,"books_i_own, favorites","books_i_own (#25), favorites (#36)",read,,,,1,,,0,,,,,
386162,"The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",5,4.22,Del Rey,Paperback,193,2007,1979,2021/06/08,2021/05/29,"books_worth_rereading, favorites","books_worth_rereading (#27), favorites (#35)",read,,,,1,,,0,,,,,
31520883,"A ​Sky Beyond the Storm (An Ember in the Ashes, #4)",Sabaa Tahir,"Tahir, Sabaa",,"=""000828881X""","=""9780008288815""",4,4.36,Razorbill,Paperback,516,2021,2020,2021/06/04,2021/05/28,,,read,,,,1,,,0,,,,,
569429,"Mostly Harmless (Hitchhiker's Guide to the Galaxy, #5)",Douglas Adams,"Adams, Douglas",,"=""0345379330""","=""9780345379337""",0,3.95,Del Rey,Paperback,288,1993,1992,,2021/05/29,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
6091075,"So Long, and Thanks for All the Fish (The Hitchhiker's Guide to the Galaxy, #4)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",0,4.09,Del Rey,Kindle Edition,225,2008,1984,,2021/05/29,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
8694,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy, #3)",Douglas Adams,"Adams, Douglas",,"=""0345418905""","=""9780345418906""",0,4.18,Del Rey,Paperback,224,2005,1982,,2021/05/29,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",4,3.93,Scribner,Paperback,200,2004,1925,2021/05/29,2020/04/11,books_i_own,books_i_own (#36),read,,,,1,,,0,,,,,
30809786,"A Reaper at the Gates (An Ember in the Ashes, #3)",Sabaa Tahir,"Tahir, Sabaa",,"=""0448494507""","=""9780448494500""",5,4.21,Razorbill,Hardcover,458,2018,2018,2021/05/28,2021/05/14,,,read,,,,1,,,0,,,,,
20821111,"The Young Elites (The Young Elites, #1)",Marie Lu,"Lu, Marie",,"=""0399167838""","=""9780399167836""",0,3.87,G.P. Putnam’s Sons Books for Young Readers,Hardcover,355,2014,2014,,2021/04/18,"try_it_later, to-read","try_it_later (#7), to-read (#123)",to-read,,,,0,,,0,,,,,
11196914,"Gardens of the Moon (The Malazan Book of the Fallen, #1)",Steven Erikson,"Erikson, Steven",,"=""""","=""""",0,3.89,Transworld Digital,Kindle Edition,772,2009,1999,,2021/05/23,"to-read, try_it_later","to-read (#122), try_it_later (#6)",to-read,,,,0,,,0,,,,,
27774758,"An Ember in the Ashes (An Ember in the Ashes, #1)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""""",4,4.25,Razorbill,Paperback,446,2016,2015,2021/05/17,2021/05/14,,,read,,,,1,,,0,,,,,
25591568,"A Torch Against the Night (An Ember in the Ashes, #2)",Sabaa Tahir,"Tahir, Sabaa",,"=""""","=""""",3,4.23,Razorbill,Kindle Edition,467,2016,2016,2021/05/20,2021/05/14,,,read,,,,1,,,0,,,,,
30169100,"The Burning White (Lightbringer, #5)",Brent Weeks,"Weeks, Brent",,"=""0316251305""","=""9780316251303""",5,4.28,Orbit,Hardcover,992,2019,2019,2021/05/13,2021/05/01,,,read,,,,1,,,0,,,,,
25608737,Concepts of Physics (Part 1),H.C. Verma,"Verma, H.C.",,"=""""","=""""",5,4.34,Bhart Bhawan,Paperback,456,2013,1999,,2021/01/01,"books_i_own, science","books_i_own (#31), science (#23)",read,,,,1,,,0,,,,,
1215032,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0756404738""","=""9780756404734""",5,4.53,DAW Books,Hardcover,994,2011,2011,2020/03/26,2020/03/25,"books_worth_rereading, favorites, books_i_own","books_worth_rereading (#17), favorites (#15), books_i_own (#60)",read,,,,2,,,0,,,,,
26032887,"The Wicked King (The Folk of the Air, #2)",Holly Black,"Black, Holly",,"=""0316310336""","=""9780316310338""",5,4.33,"Little, Brown Books for Young Readers",ebook,336,2019,2019,2020/08/27,2020/04/25,books_i_own,books_i_own (#59),read,,,,1,,,0,,,,,
68429,"The Well of Ascension (Mistborn, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316889""","=""9780765316882""",5,4.35,Tor Books,Hardcover,590,2007,2007,2020/04/05,2020/03/30,"books_worth_rereading, favorites, books_i_own","books_worth_rereading (#19), favorites (#17), books_i_own (#58)",read,,,,1,,,0,,,,,
2715644,The Universe: A Biography,John Gribbin,"Gribbin, John",,"=""0141021470""","=""9780141021478""",4,3.89,Penguin Books,Paperback,242,2008,2007,,2021/01/01,"science, books_worth_rereading, favorites, books_i_own","science (#9), books_worth_rereading (#25), favorites (#33), books_i_own (#57)",read,,,,1,,,0,,,,,
15241,"The Two Towers (The Lord of the Rings, #2)",J.R.R. Tolkien,"Tolkien, J.R.R.","Peter S. Beagle, Дж.Р.Р. Толкін, Аліна Немірова, П. Риженко","=""0618346260""","=""9780618346264""",5,4.45,Houghton Mifflin,Paperback,322,2003,1954,,2020/04/11,books_i_own,books_i_own (#56),read,,,,1,,,0,,,,,
561456,"The Titan's Curse (Percy Jackson and the Olympians, #3)",Rick Riordan,"Riordan, Rick",Cẩm Chi,"=""0141382899""","=""9780141382890""",5,4.34,Puffin Books,Paperback,320,2007,2007,2020/10/13,2020/02/26,books_i_own,books_i_own (#55),read,,,,3,,,0,,,,,
12974095,"The Throne of Fire (Kane Chronicles, #2)",Rick Riordan,"Riordan, Rick",,"=""1423142012""","=""9781423142010""",5,4.16,Disney-Hyperion Books,Paperback,452,2012,2011,,2021/01/01,books_i_own,books_i_own (#54),read,,,,1,,,0,,,,,
1953,A Tale of Two Cities,Charles Dickens,"Dickens, Charles",Richard Maxwell,"=""0141439602""","=""9780141439600""",0,3.86,Penguin Books,Paperback,489,2003,1859,,2021/05/07,"classics_read, books_i_own","classics_read (#20), books_i_own (#53)",read,,,,1,,,0,,,,,
17364,"Surely You're Joking, Mr. Feynman!",Richard P. Feynman,"Feynman, Richard P.",,"=""009917331X""","=""9780099173311""",5,4.24,Vintage,Paperback,350,2006,1985,,2021/01/01,"science, books_worth_rereading, favorites, books_i_own","science (#7), books_worth_rereading (#9), favorites (#28), books_i_own (#52)",read,,,,1,,,0,,,,,
42769202,"Starsight (Skyward, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217903""","=""9781473217904""",5,4.42,Orion Publishing Co,Paperback,461,2019,2019,2020/07/13,2020/07/03,books_i_own,books_i_own (#51),read,,,,1,,,0,,,,,
36642458,"Skyward (Skyward, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473217857""","=""9781473217850""",5,4.50,Gollancz,Hardcover,513,2018,2018,2020/07/05,2020/07/03,"books_worth_rereading, favorites, books_i_own","books_worth_rereading (#4), favorites (#22), books_i_own (#50)",read,,,,1,,,0,,,,,
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""1627792120""","=""9781627792127""",5,4.47,Henry Holt & Company,Hardcover,465,2015,2015,2021/03/12,2021/03/11,"favorites, books_worth_rereading, books_i_own","favorites (#3), books_worth_rereading (#2), books_i_own (#49)",read,,,,1,,,0,,,,,
28186,"The Sea of Monsters (Percy Jackson and the Olympians, #2)",Rick Riordan,"Riordan, Rick",,"=""0786856866""","=""9780786856862""",5,4.24,Hyperion Books,Hardcover,279,2006,2006,2020/10/13,2020/04/02,books_i_own,books_i_own (#48),read,,,,2,,,0,,,,,
7090447,"The Red Pyramid (The Kane Chronicles, #1)",Rick Riordan,"Riordan, Rick",,"=""1423113381""","=""9781423113386""",0,4.08,Disney-Hyperion,Hardcover,528,2010,2010,,2021/03/08,books_i_own,books_i_own (#46),read,,,,1,,,0,,,,,
18254,Oliver Twist,Charles Dickens,"Dickens, Charles","Philip Horne, Gerald Dickens, 查尔斯·狄更斯, 吴倩卓","=""""","=""""",0,3.87,Penguin Books,Paperback,608,2003,1838,,2021/05/07,"classics_read, books_i_own","classics_read (#21), books_i_own (#47)",read,,,,1,,,0,,,,,
52670,"One, Two, Three...Infinity: Facts and Speculations of Science",George Gamow,"Gamow, George",,"=""0486256642""","=""9780486256641""",5,4.20,Dover Publications,Paperback,384,1988,1947,,2021/01/01,"science, books_worth_rereading, favorites, books_i_own","science (#8), books_worth_rereading (#10), favorites (#29), books_i_own (#45)",read,,,,1,,,0,,,,,
26032912,"The Queen of Nothing (The Folk of the Air, #3)",Holly Black,"Black, Holly",Anne Brauner,"=""0316310409""","=""9780316310406""",5,4.35,"Little, Brown",ebook,300,2019,2019,,2020/04/25,"books_worth_rereading, favorites, books_i_own","books_worth_rereading (#21), favorites (#19), books_i_own (#44)",read,,,,1,,,0,,,,,
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",5,3.84,Barnes & Noble Classics,Paperback,260,2005,1817,,2020/02/26,"classics_read, books_i_own","classics_read (#11), books_i_own (#22)",read,,,,1,,,0,,,,,
2156,Persuasion,Jane Austen,"Austen, Jane","Deidre Shauna Lynch, James Kinsley","=""0192802631""","=""9780192802637""",5,4.14,Oxford University Press,Paperback,249,2004,1817,,2020/02/26,"classics_read, books_i_own","classics_read (#9), books_i_own (#15)",read,,,,1,,,0,,,,,
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",5,4.44,Tor Books,Hardcover,541,2006,2006,2020/03/30,2020/03/26,"books_worth_rereading, favorites, books_i_own","books_worth_rereading (#18), favorites (#16), books_i_own (#43)",read,,,,2,,,0,,,,,
4556058,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,"Riordan, Rick",,"=""1423101472""","=""9781423101475""",5,4.50,Disney ● Hyperion Books,Hardcover,381,2009,2009,,2020/02/26,books_i_own,books_i_own (#41),read,,,,1,,,0,,,,,
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",5,4.51,Penguin Group DAW,Hardcover,662,2007,2007,2020/03/24,2020/02/27,"books_worth_rereading, favorites, books_i_own","books_worth_rereading (#16), favorites (#14), books_i_own (#40)",read,,,,2,,,0,,,,,
35180922,The Mill on the Floss,George Eliot,"Eliot, George",,"=""8175993839""","=""9788175993839""",5,3.81,Prakash Book Depot,Paperback,560,2015,1860,,2021/01/01,books_i_own,books_i_own (#42),read,,,,1,,,0,,,,,
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",5,4.13,Penguin,Paperback,532,2003,1847,,2020/02/28,"classics_read, books_i_own","classics_read (#13), books_i_own (#38)",read,,,,1,,,0,,,,,
2767793,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765316897""","=""9780765316899""",5,4.48,Tor Books,Hardcover,572,2008,2008,2020/04/08,2020/03/30,"books_worth_rereading, favorites, books_i_own","books_worth_rereading (#20), favorites (#18), books_i_own (#39)",read,,,,1,,,0,,,,,
19005287,In Search of Schrödinger's Cat: Quantum Physics and Reality,John Gribbin,"Gribbin, John",,"=""""","=""""",5,4.05,Transworld Digital,Kindle Edition,400,2012,1984,,2021/01/01,"science, books_worth_rereading, favorites, books_i_own","science (#5), books_worth_rereading (#26), favorites (#34), books_i_own (#37)",read,,,,1,,,0,,,,,
10852065,"The Hope of Elantris (Elantris, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",4,3.70,Brandon Sanderson,,25,2006,2006,,2021/03/19,,,read,,,,1,,,0,,,,,
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,"Riordan, Rick",,"=""1423146727""","=""9781423146728""",5,4.52,Disney-Hyperion Books,Hardcover,608,2013,2013,,2021/03/08,,,read,,,,1,,,0,,,,,
