Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
9539,"The Shadow Rising (The Wheel of Time, #4)",Robert Jordan,"Jordan, Robert",,"=""0812513738""","=""9780812513738""",5,4.24,Tom Doherty Tor Fantasy,Mass Market Paperback,1007,1993,1992,2020/07/28,2020/07/08,,,read,,,,1,,,0,,,,,
34897,"The Dragon Reborn (The Wheel of Time, #3)",Robert Jordan,"Jordan, Robert",,"=""0765305119""","=""9780765305114""",5,4.25,Tor Books,Mass Market Paperback,624,2002,1991,2020/07/25,2020/07/08,,,read,,,,1,,,0,,,,,
233649,"The Great Hunt (The Wheel of Time, #2)",Robert Jordan,"Jordan, Robert",,"=""0812517725""","=""9780812517729""",5,4.23,Tor Books,Mass Market Paperback,705,1991,1990,2020/07/23,2020/04/11,,,read,,,,1,,,0,,,,,
15704486,"Calamity (Reckoners, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743602""","=""9780385743600""",5,4.19,Delacorte Press,Hardcover,424,2016,2016,2020/07/15,2020/07/05,,,read,,,,1,,,0,,,,,
18966322,"Mitosis (The Reckoners, #1.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0449818438""","=""9780449818435""",5,3.86,Delacorte Press,ebook,55,2013,2013,2020/07/15,2020/07/05,,,read,,,,1,,,0,,,,,
15704459,"Firefight (The Reckoners, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743580""","=""9780385743587""",5,4.26,Delacorte Press,Hardcover,416,2015,2015,2020/07/15,2020/07/05,,,read,,,,1,,,0,,,,,
17182126,"Steelheart (The Reckoners, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0385743564""","=""9780385743563""",5,4.12,Delacorte Press,Hardcover,386,2013,2013,2020/07/14,2020/07/05,,,read,,,,1,,,0,,,,,
6382055,"A Dream of Spring (A Song of Ice and Fire, #7)",George R.R. Martin,"Martin, George R.R.",,"=""""","=""""",0,4.38,Harper Voyager,Hardcover,,,,,2020/07/13,to-read,to-read (#42),to-read,,,,0,,,0,,,,,
12111823,"The Winds of Winter (A Song of Ice and Fire, #6)",George R.R. Martin,"Martin, George R.R.",,"=""0002247410""","=""9780002247412""",0,4.40,Harper Voyager,Hardcover,,,,,2020/07/13,to-read,to-read (#41),to-read,,,,0,,,0,,,,,
54433225,The Way of Kings Prime,Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",0,3.87,,ebook,803,2020,2020,,2020/07/13,to-read,to-read (#40),to-read,,,,0,,,0,,,,,
8675071,"The Strike at Shayol Ghul (The Wheel of Time, #0.1)",Robert Jordan,"Jordan, Robert",,"=""""","=""""",0,3.89,,Online,7,1996,1996,,2020/07/08,to-read,to-read (#36),to-read,,,,0,,,0,,,,,
36498720,How Old Holly Came to Be,Patrick Rothfuss,"Rothfuss, Patrick",,"=""""","=""""",0,3.29,,ebook,11,2013,2013,,2020/07/08,to-read,to-read (#35),to-read,,,,0,,,0,,,,,
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0,3.64,Gollancz,Hardcover,896,,,,2020/07/08,to-read,to-read (#33),to-read,,,,0,,,0,,,,,
6604209,"Mistborn Trilogy Boxed Set (Mistborn, #1-3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076536543X""","=""9780765365439""",0,4.57,Tor Fantasy,Mass Market Paperback,2176,2009,2009,,2020/07/05,,,read,,,,1,,,0,,,,,
87787,To Kill A Mockingbird,Harper Lee,"Lee, Harper",Jean Armstrong,"=""0333398548""","=""9780333398548""",0,4.27,Red Globe Press/Macmillan Master Series,Paperback,96,1987,1960,,2020/04/12,to-read,to-read (#24),to-read,,,,0,,,0,,,,,
23947089,"The Lost Metal (Mistborn, #7)",Brandon Sanderson,"Sanderson, Brandon",,"=""1473215269""","=""9781473215269""",0,4.34,Gollancz,,352,2022,,,2020/07/03,to-read,to-read (#32),to-read,,,,0,,,0,,,,,
18739426,"The Bands of Mourning (Mistborn, #6)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""""",5,4.39,Tor,Kindle Edition,448,2016,2016,2020/07/03,2020/07/01,,,read,,,,1,,,0,,,,,
16065004,"Shadows of Self (Mistborn, #5)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765378558""","=""9780765378552""",5,4.27,Tor Books,Hardcover,383,2015,2015,2020/07/01,2020/06/30,,,read,,,,1,,,0,,,,,
10803121,"The Alloy of Law (Mistborn Saga, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765330423""","=""9780765330420""",5,4.19,Tor Books,Hardcover,332,2011,2011,2020/06/30,2020/06/30,,,read,,,,1,,,0,,,,,
34703445,"Edgedancer (The Stormlight Archive, #2.5)",Brandon Sanderson,"Sanderson, Brandon",,"=""1250166543""","=""9781250166548""",5,4.27,Tor Books,Hardcover,272,2017,2017,2020/06/26,2020/05/25,,,read,,,,1,,,0,,,,,
13578175,The Emperor's Soul,Brandon Sanderson,"Sanderson, Brandon",,"=""1616960922""","=""9781616960926""",5,4.32,Tachyon Publications,Paperback,175,2012,2012,2020/06/20,2020/06/19,,,read,,,,1,,,0,,,,,
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",5,4.57,Tor Books,Hardcover,1248,2017,2017,2020/06/19,2020/05/25,,,read,,,,1,,,0,,,,,
7260188,"Mockingjay (The Hunger Games, #3)",Suzanne Collins,"Collins, Suzanne",,"=""0439023513""","=""9780439023511""",4,4.05,Scholastic Press,Hardcover,398,2010,2010,2020/06/14,2020/02/26,,,read,,,,1,,,0,,,,,
6148028,"Catching Fire (The Hunger Games, #2)",Suzanne Collins,"Collins, Suzanne",,"=""0439023491""","=""9780439023498""",5,4.30,Scholastic Press,Hardcover,391,2009,2009,2020/05/23,2020/02/26,,,read,,,,1,,,0,,,,,
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",5,4.17,Tor Fantasy,Mass Market Paperback,622,2006,2005,2020/05/23,2020/04/13,,,read,,,,1,,,0,,,,,
2767052,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,"Collins, Suzanne",,"=""0439023483""","=""9780439023481""",5,4.32,Scholastic Press,Hardcover,374,2008,2008,2020/05/11,2020/02/26,,,read,,,,1,,,0,,,,,
33590260,"Kingdom of Ash (Throne of Glass, #7)",Sarah J. Maas,"Maas, Sarah J.",Mario Pulver,"=""1619636107""","=""9781619636101""",4,4.56,Bloomsbury YA,Hardcover,984,2018,2018,2020/05/05,2020/04/11,,,read,,,,1,,,0,,,,,
22733616,"Neverseen (Keeper of the Lost Cities, #4)",Shannon Messenger,"Messenger, Shannon",,"=""""","=""""",4,4.64,Aladdin,,672,2015,2015,2020/05/05,2020/04/26,,,read,,,,1,,,0,,,,,
13260668,"Everblaze (Keeper of the Lost Cities, #3)",Shannon Messenger,"Messenger, Shannon",,"=""1442445998""","=""9781442445994""",5,4.57,Aladdin,Hardcover,624,2014,2014,2020/05/03,2020/04/26,,,read,,,,1,,,0,,,,,
13260670,"Exile (Keeper of the Lost Cities, #2)",Shannon Messenger,"Messenger, Shannon",,"=""""","=""9781442445987""",5,4.53,Aladdin,ebook,576,2013,2013,2020/05/02,2020/04/26,,,read,,,,1,,,0,,,,,
28006096,"The Burning Maze (The Trials of Apollo, #3)",Rick Riordan,"Riordan, Rick",,"=""1484746430""","=""9781368024129""",5,4.34,Disney-Hyperion,Hardcover,448,2018,2018,2020/05/01,2020/04/24,,,read,,,,1,,,0,,,,,
12842828,"Keeper of the Lost Cities (Keeper of the Lost Cities, #1)",Shannon Messenger,"Messenger, Shannon",,"=""1442445939""","=""9781442445932""",5,4.44,Aladdin,Hardcover,496,2012,2012,2020/04/30,2020/04/26,,,read,,,,1,,,0,,,,,
30145666,"The Dark Prophecy (The Trials of Apollo, #2)",Rick Riordan,"Riordan, Rick",John Rocco,"=""1484746422""","=""9781484746424""",5,4.21,Disney-Hyperion,Hardcover,414,2017,2017,2020/04/28,2020/04/24,,,read,,,,1,,,0,,,,,
44150974,"Legacy (Keeper of the Lost Cities, #8)",Shannon Messenger,"Messenger, Shannon",,"=""""","=""""",0,4.51,Aladdin,Kindle Edition,797,2019,2019,,2020/04/26,to-read,to-read (#31),to-read,,,,0,,,0,,,,,
32762937,"Flashback (Keeper of the Lost Cities, #7)",Shannon Messenger,"Messenger, Shannon",,"=""1481497456""","=""9781481497459""",0,4.41,Aladdin,ebook,848,2018,2018,,2020/04/26,to-read,to-read (#30),to-read,,,,0,,,0,,,,,
32762917,"Nightfall (Keeper of the Lost Cities, #6)",Shannon Messenger,"Messenger, Shannon",,"=""1481497421""","=""9781481497428""",0,4.60,Aladdin,ebook,576,2017,2017,,2020/04/26,to-read,to-read (#29),to-read,,,,0,,,0,,,,,
27272698,"Lodestar (Keeper of the Lost Cities, #5)",Shannon Messenger,"Messenger, Shannon",,"=""""","=""""",0,4.61,Aladdin,Hardcover,688,2016,2016,,2020/04/26,to-read,to-read (#28),to-read,,,,0,,,0,,,,,
518848,"Sabriel (Abhorsen,  #1)",Garth Nix,"Nix, Garth",,"=""0064471837""","=""9780064471831""",0,4.14,Harper Collins,Mass Market Paperback,491,1996,1995,,2020/04/24,to-read,to-read (#27),to-read,,,,0,,,0,,,,,
26252859,"The Hidden Oracle (The Trials of Apollo, #1)",Rick Riordan,"Riordan, Rick",,"=""148473274X""","=""9781484732748""",5,4.19,Disney-Hyperion,Hardcover,384,2016,2016,2020/04/24,2020/04/22,,,read,,,,1,,,0,,,,,
31450852,"Tower of Dawn (Throne of Glass, #6)",Sarah J. Maas,"Maas, Sarah J.",,"=""1681195771""","=""9781681195773""",4,4.29,Bloomsbury USA Childrens,Hardcover,660,2017,2017,2020/04/24,2020/04/11,,,read,,,,1,,,0,,,,,
28260587,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4,4.52,Bloomsbury Children's Books,Hardcover,689,2016,2016,2020/04/22,2020/04/11,,,read,,,,1,,,0,,,,,
18006496,"Queen of Shadows (Throne of Glass, #4)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619636042""","=""9781619636040""",4,4.53,Bloomsbury USA Childrens,Hardcover,648,2015,2015,2020/04/18,2020/04/11,,,read,,,,1,,,0,,,,,
37903770,Norse Mythology,Neil Gaiman,"Gaiman, Neil",,"=""""","=""""",0,4.08,W. W. Norton & Company,Paperback,301,2018,2017,,2020/04/13,to-read,to-read (#26),to-read,,,,0,,,0,,,,,
16793,Stardust,Neil Gaiman,"Gaiman, Neil",,"=""0061142026""","=""9780061142024""",0,4.08,Harper Perennial,Paperback,248,2006,1998,,2020/04/13,to-read,to-read (#25),to-read,,,,0,,,0,,,,,
20613470,"Heir of Fire (Throne of Glass, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630656""","=""9781619630659""",5,4.44,Bloomsbury USA Childrens,Hardcover,565,2014,2014,2020/04/13,2020/04/10,,,read,,,,1,,,0,,,,,
21787,The Princess Bride,William Goldman,"Goldman, William",,"=""0345418263""","=""9780345418265""",0,4.25,Ballantine Books,Paperback,456,2003,1973,,2020/04/11,to-read,to-read (#23),to-read,,,,0,,,0,,,,,
31076583,"A Court of Frost and Starlight (A Court of Thorns and Roses, #3.1)",Sarah J. Maas,"Maas, Sarah J.",,"=""168119631X""","=""9781681196312""",0,3.81,Bloomsbury YA,Hardcover,229,2018,2018,,2020/04/11,to-read,to-read (#22),to-read,,,,0,,,0,,,,,
23766634,"A Court of Wings and Ruin (A Court of Thorns and Roses, #3)",Sarah J. Maas,"Maas, Sarah J.",,"=""1408857901""","=""9781408857908""",0,4.41,Bloomsbury Publishing,Paperback,705,2017,2017,,2020/04/11,to-read,to-read (#21),to-read,,,,0,,,0,,,,,
16096824,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619634449""","=""9781619634442""",0,4.18,Bloomsbury USA Childrens,Hardcover,419,2015,2015,,2020/04/11,to-read,to-read (#20),to-read,,,,0,,,0,,,,,
17927395,"A Court of Mist and Fury (A Court of Thorns and Roses, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",0,4.59,Bloomsbury USA Childrens,Kindle Edition,626,2016,2016,,2020/04/11,to-read,to-read (#19),to-read,,,,0,,,0,,,,,
3777732,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,"Clare, Cassandra",,"=""1416914307""","=""9781416914303""",0,4.29,Margaret K. McElderry Books,Hardcover,541,2009,2009,,2020/04/11,to-read,to-read (#18),to-read,,,,0,,,0,,,,,
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",C.S. Lewis,"Lewis, C.S.",Pauline Baynes,"=""0066238501""","=""9780066238500""",0,4.25,HarperCollins,Paperback,767,2014,1956,,2020/04/11,to-read,to-read (#17),to-read,,,,0,,,0,,,,,
3950967,The Tales of Beedle the Bard (Hogwarts Library),J.K. Rowling,"Rowling, J.K.",Lý Lan,"=""0747599874""","=""9780747599876""",0,4.04,Bloomsbury,Hardcover,109,2008,2008,,2020/04/11,,,read,,,,1,,,0,,,,,
7332,The Silmarillion,J.R.R. Tolkien,"Tolkien, J.R.R.","Christopher Tolkien, Ted Nasmith","=""0618391118""","=""9780618391110""",0,3.94,Houghton Mifflin Company,Hardcover,386,2004,1977,,2020/04/11,to-read,to-read (#15),to-read,,,,0,,,0,,,,,
29056083,"Harry Potter and the Cursed Child: Parts One and Two (Harry Potter, #8)",John Tiffany,"Tiffany, John","Jack Thorne, J.K. Rowling","=""0751565350""","=""9780751565355""",0,3.56,"Little, Brown",Hardcover,343,2016,2016,,2020/04/11,,,read,,,,1,,,0,,,,,
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""""","=""9780152063962""",0,4.06,Harcourt,Hardcover,471,2008,2008,,2020/04/11,to-read,to-read (#14),to-read,,,,0,,,0,,,,,
33,The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.","Quirino Principe, Elémire Zolla","=""""","=""""",0,4.50,Houghton Mifflin Harcourt,Paperback,1216,2005,1955,,2020/04/11,to-read,to-read (#13),to-read,,,,0,,,0,,,,,
18512,"The Return of the King (The Lord of the Rings, #3)",J.R.R. Tolkien,"Tolkien, J.R.R.",Maria Skibniewska,"=""""","=""""",0,4.54,Del Rey,Mass Market Paperback,404,2003,1955,,2020/04/11,to-read,to-read (#12),to-read,,,,0,,,0,,,,,
17167166,"Crown of Midnight (Throne of Glass, #2)",Sarah J. Maas,"Maas, Sarah J.",,"=""1619630621""","=""9781619630628""",5,4.36,Bloomsbury USA Childrens,Hardcover,420,2013,2013,2020/04/10,2020/04/09,,,read,,,,1,,,0,,,,,
13419891,"The Assassin and the Desert (Throne of Glass, #0.3)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4,4.40,Bloomsbury USA Childrens,Kindle Edition,103,2012,2012,2020/04/09,2020/04/09,,,read,,,,1,,,0,,,,,
18333581,"The Assassin and the Healer (Throne of Glass, #0.2)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4,4.22,Bloomsbury Publishing,ebook,40,2013,2012,2020/04/10,2020/04/09,,,read,,,,1,,,0,,,,,
13546173,"The Assassin and the Underworld (Throne of Glass, #0.4)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.36,Bloomsbury USA Childrens,Kindle Edition,102,2012,2012,2020/04/10,2020/04/09,,,read,,,,1,,,0,,,,,
13415554,"The Assassin and the Pirate Lord (Throne of Glass, #0.1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",4,4.22,Bloomsbury Children’s,Kindle Edition,70,2012,2012,2020/04/10,2020/04/09,,,read,,,,2,,,0,,,,,
13565676,"The Assassin and the Empire (Throne of Glass, #0.5)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.41,Bloomsbury USA Children's,Kindle Edition,94,2012,2012,2020/04/09,2020/04/09,,,read,,,,1,,,0,,,,,
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.18,Bloomsbury USA Children's,Hardcover,406,2012,2012,2020/04/09,2020/04/08,,,read,,,,1,,,0,,,,,
21535271,"The Slow Regard of Silent Things (The Kingkiller Chronicle, #2.5)",Patrick Rothfuss,"Rothfuss, Patrick",Nate  Taylor,"=""0756410436""","=""9780756410438""",0,3.89,DAW Books,Hardcover,159,2014,2014,,2020/04/02,to-read,to-read (#11),to-read,,,,0,,,0,,,,,
28006120,"The Ship of the Dead (Magnus Chase and the Gods of Asgard, #3)",Rick Riordan,"Riordan, Rick",,"=""1423160932""","=""9781423160939""",5,4.39,Disney-Hyperion Books,Hardcover,410,2017,2017,2020/04/02,2020/03/26,,,read,,,,1,,,0,,,,,
15724396,"The Sword of Summer (Magnus Chase and the Gods of Asgard, #1)",Rick Riordan,"Riordan, Rick",,"=""1423160916""","=""9781423160915""",5,4.21,Disney-Hyperion Books,Hardcover,499,2015,2015,2020/03/14,2020/03/10,,,read,,,,1,,,0,,,,,
27904311,"The Hammer of Thor (Magnus Chase and the Gods of Asgard, #2)",Rick Riordan,"Riordan, Rick",,"=""1423160924""","=""9781423160922""",4,4.34,Disney-Hyperion Books,Hardcover,459,2016,2016,2020/03/20,2020/03/14,,,read,,,,1,,,0,,,,,
6043781,"Blood of Elves (The Witcher, #1)",Andrzej Sapkowski,"Sapkowski, Andrzej",Danusia Stok,"=""031602919X""","=""9780316029193""",5,4.09,Hachette Book Group,Mass Market Paperback,398,2009,1994,,2020/03/26,,,read,,,,1,,,0,,,,,
13027796,"The Red Pyramid: The Graphic Novel (The Kane Chronicles: The Graphic Novels, #1)",Orpheus Collar,"Collar, Orpheus",Rick Riordan,"=""1423150686""","=""9781423150688""",5,4.29,Disney-Hyperion,Hardcover,192,2012,2012,,2020/03/25,,,read,,,,1,,,0,,,,,
12127750,"The Mark of Athena (The Heroes of Olympus, #3)",Rick Riordan,"Riordan, Rick",,"=""1423140605""","=""9781423140603""",4,4.44,Disney-Hyperion Books,Hardcover,592,2012,2012,,2020/03/14,,,read,,,,1,,,0,,,,,
7736182,"The Lost Hero (The Heroes of Olympus, #1)",Rick Riordan,"Riordan, Rick",,"=""142311339X""","=""9781423113393""",4,4.31,Disney-Hyperion Books,Hardcover,576,2010,2010,,2020/03/01,,,read,,,,1,,,0,,,,,
1268716,Jane Eyre,Anna Claybourne,"Claybourne, Anna",Charlotte Brontë,"=""0794518702""","=""9780794518707""",5,4.38,Usborne Books,Paperback,176,2007,2006,,2020/02/28,,,read,,,,1,,,0,,,,,
30,J.R.R. Tolkien 4-Book Boxed Set: The Hobbit and The Lord of the Rings,J.R.R. Tolkien,"Tolkien, J.R.R.",,"=""0345538374""","=""9780345538376""",0,4.60,Ballantine Books,Mass Market Paperback,1728,2012,1955,,2020/02/26,to-read,to-read (#10),to-read,,,,0,,,0,,,,,
43615,"The Gunslinger (The Dark Tower, #1)",Stephen King,"King, Stephen",,"=""""","=""""",0,3.94,Plume,Paperback,231,2003,1982,,2020/02/26,to-read,to-read (#9),to-read,,,,0,,,0,,,,,
11870085,The Fault in Our Stars,John Green,"Green, John",Fabiola Stevenson,"=""""","=""""",0,4.18,Dutton Books,Hardcover,313,2012,2012,,2020/02/26,to-read,to-read (#8),to-read,,,,0,,,0,,,,,
7733,Gulliver's Travels: Travels into Several Remote Nations of the World.,Jonathan Swift,"Swift, Jonathan",Robert DeMaria Jr.,"=""0141439491""","=""9780141439495""",0,3.58,Penguin,Paperback,306,2003,1726,,2020/02/26,to-read,to-read (#7),to-read,,,,0,,,0,,,,,
128029,A Thousand Splendid Suns,Khaled Hosseini,"Hosseini, Khaled",,"=""1594489505""","=""9781594489501""",0,4.39,Riverhead Books,Hardcover,372,2007,2007,,2020/02/26,to-read,to-read (#5),to-read,,,,0,,,0,,,,,
77203,The Kite Runner,Khaled Hosseini,"Hosseini, Khaled",,"=""""","=""""",0,4.32,Riverhead Books,Paperback,371,2004,2003,,2020/02/26,to-read,to-read (#4),to-read,,,,0,,,0,,,,,
35031085,Frankenstein: The 1818 Text,Mary Wollstonecraft Shelley,"Shelley, Mary Wollstonecraft",Charlotte Gordon,"=""""","=""""",0,3.83,Penguin Classics,Paperback,260,2018,1818,,2020/02/26,to-read,to-read (#3),to-read,,,,0,,,0,,,,,
49041,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,"Meyer, Stephenie",,"=""""","=""""",0,3.56,"Little, Brown and Company",Hardcover,563,2006,2006,,2020/02/26,to-read,to-read (#2),to-read,,,,0,,,0,,,,,
41865,"Twilight (The Twilight Saga, #1)",Stephenie Meyer,"Meyer, Stephenie",,"=""0316015849""","=""9780316015844""",0,3.62,"Little, Brown and Company",ebook,387,2006,2005,,2020/02/26,to-read,to-read (#1),to-read,,,,0,,,0,,,,,
